1-Time,2-Ang_enc_cur,3-G_Id_gs_Ref,4-G_Id_grid_ref,5-G_If_ref,6-G_Iq_gs_Ref,7-G_Iq_grid_ref,8-G_Torque,9-G_VDC_Ref,10-G_V_LinkDC,11-G_V_LinkDC_neg,12-G_V_LinkDC_pos,13-G_Vf_gen,14-G_Spd_ref,15-I0_gen,16-I_fault,17-If_gend,18-I_np,19-Ia_gen,20-Ia_grid,21-Ib_gen,22-Ib_grid,23-Ic_gen,24-Ic_grid,25-Id_gen,26-Id_grid,27-Iq_gen,28-Iq_grid,29-Electric_Omega,30-P_gen,31-P_grid,32-Q_gen,33-Q_grid,34-ma_grid,35-mb_grid,36-mc_grid,37-ma_gen,38-mb_gen,39-mc_gen,40-Vd_gen,41-Vq_gen,42-V0_gen,43-Va_conv_gen,44-Va_conv_grid,45-Va_grid,46-Vb_conv_gen,47-Vb_conv_grid,48-Vb_grid,49-Vc_conv_gen,50-Vc_conv_grid,51-Vc_grid,52-fault
15.680147355126955,4.841989646452032,0.0,-1.0884742188917331,0.3,-2.9732895882160024,0.0,0.6,450.0,449.9979567330854,-226.72455641158348,225.44597035769962,77.63872641743218,377.0,-0.015802343740144664,-0.00029652638325163846,0.2938128143559069,-0.05100978316599015,-0.4381383005462813,-1.0033558214056821,2.865040487075412,1.0060741807306133,-2.474309217749565,-0.1867066096987822,0.02039480280507571,-1.1666897876943991,-3.1114043135806195,-0.022151545155726066,377.0264771570717,-851.2868571364354,-309.10208378776,201.23073511167686,8.620782983320819,0.6322388900985513,-0.714206826920775,0.08196793682222378,0.025696783242005562,-0.7375524781214098,0.7118556948794043,18.600061014852763,187.45099441168236,0.0,-13.088657438581498,137.17864615979482,139.3196167845502,-163.94366399530006,-164.8253187925656,-163.93026173638103,172.48489662337118,22.161396142704547,23.50710285334331,1.0
15.680396915625,4.940164416876714,0.0,-1.0349501381457527,0.3,-2.9732760319807494,0.0,0.6,450.0,450.138220244177,-226.23880088858954,225.4588855840089,77.96455821832946,377.0,0.028101573737804898,0.007618884853663443,0.30364061311685536,-0.28224855265968823,-0.5454066530961029,-0.9853699124118779,2.9850002563554785,0.9602735569322797,-2.355288882045961,-0.06855953001495371,-0.13752917082561966,-1.1238713975766186,-3.133085822953836,-0.012258108980854922,377.0263261225207,-901.474056550212,-293.148246373584,128.45892455527968,-1.1055028012557848,0.6703024395691529,-0.6887077272481732,0.018405287679020242,0.10113964296235632,-0.771871849932133,0.6707322069697768,20.1544655795366,187.7557430939721,0.0,4.4779398496047795,145.21481552958772,147.50737929095501,-172.21309239265122,-155.3685836740013,-153.58160012732327,166.0404308267463,3.525339709891044,4.646524383477895,1.0
15.680647236132813,5.026067340998309,0.0,-1.0120078355852868,0.3,-2.9732625514589146,0.0,0.6,450.0,450.1968826781405,-226.07811697452507,225.44734601340028,76.74375476992097,377.0,0.020197000274666532,-0.00545262123477892,0.3027977124546038,-0.5117350555436871,-0.7741211803949101,-1.0198714377269813,2.948585336466567,0.9108072719504384,-2.1138731552476573,0.08072552873317673,-0.14630216922349842,-1.11824613649384,-3.025287706571483,-0.012778149581539836,377.0261759325163,-810.9086417365555,-290.565355904155,125.66845651249476,-0.8135393498960182,0.7167701808473872,-0.6447439828406323,-0.0720261980067549,0.1701632936219001,-0.7938159269793108,0.6236526333574106,20.406871179220204,187.0452645938429,0.0,20.017680626789147,153.81768862038035,156.40969224179452,-179.97793827216415,-143.3368637812434,-142.57274847682132,156.54106350993382,-15.599768939970076,-14.757191772249504,1.0
15.680896956616213,5.111970265119905,0.0,-0.9679401853325632,0.3,-2.9732491522483886,0.0,0.6,450.0,450.310422302775,-226.1337928896375,225.3965033383815,75.80767350267038,377.0,0.04197660963774526,0.002382226020080824,0.29460133433027147,-0.7429587192907497,-1.1299320071413308,-1.0621876693014316,3.1377495663319794,0.8152382482375552,-1.8818877302774129,0.22104784447767564,-0.04786090320510748,-1.107603314217582,-3.1256997088432517,-0.029630082669067186,377.02602664570804,-806.1995804837868,-287.5331959162075,83.19970111403447,7.929933542525145,0.7583068044083501,-0.5916613965591278,-0.16664540784922244,0.24447422631583246,-0.8173505095038281,0.5728762831879958,19.59766390030571,187.89807111339417,0.0,37.47038904251226,160.96802181371496,163.08088302906205,-185.80606428839988,-132.26649995898305,-131.7743171762443,147.3178919346294,-31.995503354838682,-31.139092908831422,1.0
15.68114731711426,5.210145035544587,0.0,-0.951421447507768,0.3,-2.9732358391045324,0.0,0.6,450.0,450.3505399233083,-226.41447666334435,225.3061270924345,76.36585078402055,377.0,0.015394427849156603,-0.006439530014953964,0.3023233920102545,-0.9113575827814573,-1.40302836896878,-1.0398110232856226,3.1557354753257845,0.7204950053407395,-1.7065238228095347,0.3186309677419358,-0.09401875125964983,-1.0647192586836238,-3.1438202131131554,-0.030603968396704324,377.02587831185826,-902.3286033865196,-275.199270209499,175.4510836626532,9.568361123100892,0.7739700763385963,-0.5362814060267839,-0.23768867031181234,0.3205323776775847,-0.833152369990474,0.5126199923128893,20.116320536536108,188.18794922326146,0.0,53.083213588122206,164.81527318991658,166.59388405027974,-189.82749864601573,-122.00523435633416,-121.16407657936342,134.8065598115786,-46.33362517282631,-46.056418382354195,1.0
15.68139683762207,5.308319805969267,0.0,-0.9741441195795129,0.3,-2.9732226149912404,0.0,0.6,450.0,450.28756685629094,-226.6281439787092,225.2397485523281,75.87283986284983,377.0,-0.0214645530360833,0.018454740440076688,0.2864351676992095,-0.9923545962401201,-1.7405865623950914,-1.028330655842769,3.0500355308694704,0.602206938688314,-1.373842627582629,0.35746280709250106,-0.01078817287166764,-1.0150744864631933,-3.0787708724963307,-0.022524555665153736,377.0257309618595,-878.0294601513135,-261.9861497073397,212.7535980449935,4.959101414445748,0.7719107346501977,-0.4777269544024246,-0.29418378024777314,0.3969547341416004,-0.8383101473734975,0.4413554132318972,19.396484698244826,187.82969512380157,0.0,69.23320383165982,167.3323999807732,169.30332381738938,-194.2076525003203,-110.61908775133519,-109.10799543046367,122.67434973723573,-62.47052124118775,-62.05053878375986,1.0
15.681646998120119,5.394222730090863,0.0,-1.0604786671005402,0.3,-2.97320948255447,0.0,0.6,450.0,450.05850507493966,-226.70154019617914,225.18950026105267,76.43588939542835,377.0,0.023199063610746862,0.002764904934842627,0.29238985302285825,-1.0170675977355272,-2.054767102328562,-0.9884514847254863,3.105886511429182,0.5110085110019221,-0.9815222182683794,0.45663706900235057,0.12614110208014412,-0.9815358720296655,-3.141815056676177,-0.030769589036009102,377.02558462324953,-880.6908218053875,-254.34720259804138,237.2986890668845,4.024380064755022,0.75384037028823,-0.40314985729756,-0.3506905129906701,0.46548748509010623,-0.839548232934873,0.3740607478447668,18.039787642648207,188.43440431799615,0.0,86.68865288869908,169.9752917564622,172.15659766102993,-197.13222130014944,-96.53127784020504,-93.73695635206148,107.77013322965176,-79.42016971758166,-79.44684741133513,1.0
15.681897158618163,5.492397500515544,0.0,-1.1064641905078574,0.3,-2.973196445085244,0.0,0.6,450.0,449.9375608621448,-226.82403534454056,225.08280706427033,77.97125756376842,377.0,-0.004368204677469567,0.0168233198034605,0.3003566237983338,-0.8815690504165778,-2.225846156865138,-0.9672430164494769,2.8842549967955575,0.3859329288613543,-0.6715134539628282,0.5579865584276872,0.13547389619745057,-0.963288871567527,-3.021772251616794,-0.05021801604229119,377.02543933034616,-808.8954930430073,-251.4214917162148,222.19983709770062,10.254398296069967,0.7375297592544361,-0.31933222616015305,-0.418197533094283,0.5303405919274075,-0.8268385265985916,0.2964979346711842,17.794742795131924,187.634321433398,0.0,104.07223624011964,171.65591391454822,173.20901958716541,-198.2430945802178,-79.51889912924584,-77.76541230976287,91.58025142918189,-96.8655697564622,-96.55079138368289,1.0
15.68214691911621,5.590572270940226,0.0,-1.0927023109201748,0.3,-2.97318350506007,0.0,0.6,450.0,449.9742107951743,-226.78362436738732,224.96540466997138,77.28670626618248,377.0,0.019486982228054672,-0.000256244392224203,0.29874333005768017,-0.6923393623157448,-2.4805008477431576,-0.9939096945097201,2.78359030121769,0.2985210083315512,-0.24462850679036852,0.6952273018585771,0.25087806162202414,-1.0176613066352551,-3.0403457694685865,-0.06762870835058801,377.02529510888263,-842.9755192188824,-269.1247923760706,252.10456593278687,16.013626989408788,0.7379756708325275,-0.24365685492723776,-0.4943188159052897,0.5957126746991221,-0.8083376361126072,0.2126249614134852,16.47778747693833,187.8291402205976,0.0,119.07420228797277,171.398293630848,173.26661481695388,-195.52894613031393,-63.31805476351205,-62.013119572740855,73.82485440589615,-112.22168756547748,-112.77060751265971,1.0
15.682397079614258,5.676475195061821,0.0,-1.0413583892507965,0.3,-2.97317066488586,0.0,0.6,450.0,450.10899799182755,-226.60831601842418,224.95807631614133,77.67739991155737,377.0,-0.008445701264483055,0.006350002136295573,0.2845983089083529,-0.43875919354838716,-2.723624243232519,-1.01272138431959,2.5155740739158303,0.22069620166631074,0.18271306552323957,0.7810480837427908,0.4416091480896416,-1.0585026199220167,-2.998542318624174,-0.04943456730479316,377.0251519838532,-804.6850928041728,-282.8552686079163,277.35714655699877,15.983101320826615,0.7371415664999255,-0.1737862606493663,-0.5633553058505592,0.648504775867973,-0.7808733063856161,0.13236853051764313,14.2690806089511,187.55859974523204,0.0,133.77957004229853,170.59498120957053,172.01799951448,-190.95177061696214,-49.12214177825249,-48.01849146635332,55.07399555351419,-125.25039186584061,-125.5383188004144,1.0
